SiO2(wt%),TiO2(wt%),Al2O3(wt%),FeOT(wt%),CaO(wt%),MgO(wt%),MnO(wt%),P2O5(wt%),Na2O+K2O,Na2O+K2O/SiO2,Predicted_Label
60.13,0.6899999999999998,19.21,3.54,0.7700000000000005,0.4299999999999997,0.2,0.09000000000000002,14.219999999999999,0.2364876102,Phonolite
48.6,1.33,14.75,11.72,12.63,7.1,0.22,0.13,2.1799999999999997,0.04485596708,Basalt
58.0,1.4,17.0,7.2,5.6,2.6,0.2,0.4,6.3,0.1086206897,Trachyandesite
49.6,1.05,14.7,8.48,11.8,8.36,0.16,0.35,2.55,0.05141129032,Basalt
53.0,1.19,16.5,8.28,9.76,4.53,0.17,0.31,4.75,0.08962264151,Basaltic Andesite
52.24,1.4,13.88,11.49,8.62,4.93,0.19,0.18,4.08,0.07810107198,Basaltic Andesite
58.4,0.7,16.8,6.12,7.6,4.0,0.12,0.08000000000000002,3.65,0.0625,Andesite
49.62,1.75,15.64,12.67,8.3,5.1,0.26,0.33,4.77,0.0961305925,Basalt
62.57,0.44999999999999996,17.76,4.07,0.9799999999999995,0.5999999999999996,0.27,0.21,12.04,0.1924244846,Trachyte
56.51,0.55,13.63,3.5199999999999996,10.63,1.6799999999999997,0.09,0.04999999999999999,13.08,0.2314634578,Phonolite
61.83,0.41999999999999993,17.35,3.82,5.08,1.3100000000000005,0.1,0.187,7.51,0.1214620734,Trachyandesite
54.99,1.47,15.88,6.55,6.81,4.72,0.32,0.42,5.95,0.1082014912,Basaltic Trachyandesite
41.12,2.32,11.43,13.5,12.93,17.1,0.25,0.13,0.8399999999999999,0.02042801556,Picrobasalt
44.04,1.42,11.2,12.38,12.15,16.63,0.13,0.19000000000000003,0.96,0.021798365119999996,Picrobasalt
51.48,0.9,15.16,6.21,7.26,6.35,0.13,0.32,11.42,0.2218337218,Tephriphonolite
71.36,0.4,13.31,2.62,0.6900000000000004,0.33000000000000096,0.06000000000000001,0.09000000000000002,9.08,0.1272421525,Rhyolite
53.34,0.89,15.2,4.39,6.85,4.39,0.11000000000000001,0.12,12.66,0.1960348342,Tephriphonolite
43.9,3.05,13.2,12.4,11.7,10.6,0.19,0.48,3.92,0.08929384966,Basanite
50.69,0.75,15.12,8.18,9.28,11.99,0.16,0.13,2.7200000000000006,0.05365949890999999,Basalt
72.77,0.67,15.76,3.1899999999999995,4.27,1.2999999999999998,0.07,0.10999999999999999,2.63,0.036141267010000006,Dacite
39.78,1.17,14.31,10.94,10.14,9.31,0.17,0.72,12.99,0.326546003,Foidite
62.14,0.44999999999999996,18.39,4.36,6.2,2.31,0.09,0.2,5.24,0.08432571612,Andesite
45.65,1.28,13.91,11.34,9.5,14.66,0.18,0.10999999999999999,1.9800000000000004,0.04337349398,Picrobasalt
53.71,1.85,15.91,6.95,7.8,3.54,0.24,0.38,7.09,0.1320052132,Basaltic Trachyandesite
58.0,1.4,17.0,7.2,5.6,2.6,0.2,0.4,6.3,0.1086206897,Trachyandesite
48.58,1.99,15.22,10.31,12.07,7.4,0.2,0.15,2.7,0.05557842734,Basalt
61.6,0.8,16.49,4.67,4.92,2.46,0.08,0.22,7.0,0.1136363636,Trachyandesite
74.33,0.19999999999999996,11.5,3.654,0.2400000000000002,0.019999999999999574,0.08,0.009999999999999953,9.56,0.128615633,Rhyolite
48.38,2.96,11.17,6.89,6.05,8.29,0.11000000000000001,1.22,11.01,0.2275733774,Foidite
58.68,0.779,16.84,5.39,5.47,3.28,0.05299999999999999,0.371,6.85,0.116734833,Trachyandesite
45.33,1.23,16.6,7.41,12.43,5.68,0.17,0.97,7.27,0.1603794397,Tephrite
49.86,2.29,16.45,12.51,8.51,5.32,0.18,0.38,4.5,0.09025270758,Basalt
65.85,0.5,13.98,5.24,4.46,4.0,0.09,0.58,4.47,0.06788154897,Dacite
47.52,1.52,17.85,9.426,10.78,5.84,0.17,0.5,5.94,0.125,Trachybasalt
53.7,1.64,15.01,9.17,8.05,5.9,0.13,0.69,3.13,0.0582867784,Basaltic Andesite
64.01,0.82,17.51,5.1,0.23000000000000043,0.41999999999999993,0.31,0.03999999999999998,11.36,0.17747227,Trachyte
48.36,0.33000000000000007,12.53,5.49,7.19,2.05,0.04000000000000001,0.07,10.01,0.2050466497,Phonotephrite
55.14,0.82,12.28,4.75,7.68,5.2,0.13,0.41,12.65,0.2294160319,Tephriphonolite
65.4,0.97,17.71,3.77,2.17,1.79,0.010000000000000009,0.29,8.11,0.1240061162,Trachydacite
44.94,3.41,9.27,15.5,11.37,12.84,0.18,0.42,2.0700000000000003,0.04606141522,Picrobasalt
46.35,2.98,14.55,13.62,9.67,7.41,0.21,0.6,3.17,0.06839266451,Basalt
58.48,0.78,17.07,5.42,6.39,3.84,0.11000000000000001,0.26,5.63,0.09627222982,Andesite
49.61,0.79,16.12,8.67,11.34,6.01,0.23,0.43,5.85,0.1179197742,Trachybasalt
75.25,0.6899999999999998,13.22,3.54,4.76,1.75,0.17,0.27,0.5199999999999996,0.006910299002999998,Dacite
54.79,0.64,15.79,6.65,7.39,9.5,0.13,0.15,4.96,0.09052746852,Basaltic Andesite
46.79,1.65,16.57,10.1,10.1,7.97,0.16,0.44,4.19,0.08954904894,Basalt
57.92,0.8,13.56,11.66,7.72,2.9,0.2,0.14,3.0199999999999996,0.05214088398,Andesite
60.91,0.87,18.33,3.0299999999999994,1.3399999999999999,0.6699999999999999,0.17,0.10999999999999999,12.3,0.2019372845,Trachyte
58.11,0.58,13.78,3.2099999999999995,10.77,1.75,0.03,0.03999999999999998,12.64,0.2175184994,Phonolite
61.66,0.9,17.14,4.39,4.89,2.32,0.06000000000000001,0.25,6.99,0.1133636069,Trachyandesite
43.54,3.02,14.38,11.6,10.08,9.27,0.1369,0.7529999999999999,4.01,0.09209921911,Basanite
78.47,0.25,11.64,1.7800000000000002,1.25,0.28000000000000025,0.04000000000000001,0.06,6.35,0.0809226456,Rhyolite
55.97,0.92,14.12,6.28,7.42,4.12,0.32,0.17,11.06,0.1976058603,Tephriphonolite
51.29,0.74,12.57,6.98,7.59,5.46,0.32,0.19000000000000003,12.6,0.2456619224,Tephriphonolite
55.4,1.03,17.31,7.07,7.79,5.28,0.14,0.34,5.41,0.0976534296,Basaltic Andesite
58.13,0.47,14.87,2.95,10.13,0.54,0.1,0.04999999999999999,13.34,0.2294856356,Phonolite
62.0,1.12,16.01,4.9,3.33,0.71,0.05,0.24,8.96,0.144516129,Trachydacite
43.7,2.67,12.44,11.4,11.33,11.73,0.18,0.65,3.5099999999999993,0.08032036613,Basanite
59.86,0.47,13.72,3.91,9.15,6.59,0.06000000000000001,0.18,3.5099999999999993,0.05863681924,Andesite
57.43,1.45,18.02,5.16,3.86,1.48,0.15,0.39,9.64,0.167856521,Trachyandesite
50.0,2.397,16.39,9.94,7.56,4.6,0.166,0.72,6.34,0.1268,Trachybasalt
50.0,0.82,14.98,5.33,5.62,5.54,0.28,0.28,11.69,0.2514958863,Tephriphonolite
61.26,0.71,16.93,5.15,4.16,1.54,0.13,0.55,8.2,0.133855697,Trachyandesite
60.2,0.61,16.34,4.52,4.69,4.01,1.8,0.26,8.16,0.1355481728,Trachyandesite
63.28,1.31,17.82,2.13,3.76,1.79,0.05,0.43,8.68,0.1371681416,Trachydacite
42.97,2.09,11.64,10.52,9.89,14.94,0.19,0.58,4.05,0.09425180358,Basanite
79.15,0.1100000000000001,11.54,1.12,0.3700000000000001,0.03999999999999915,0.010000000000000009,0.020000000000000018,7.2,0.09096651927,Rhyolite
41.19,0.51,12.43,13.71,12.2,16.65,0.2,0.12,0.07000000000000028,0.0016994416120000022,Picrobasalt
66.93,0.65,14.11,5.74,2.76,1.8600000000000003,0.08,0.15,6.14,0.09173763634,Dacite
81.54,0.39,11.36,0.96,0.6200000000000001,0.4500000000000002,0.09,0.020000000000000018,3.98,0.0488103998,Rhyolite
57.55,1.4,15.55,7.7,3.42,2.88,0.12,0.56,8.48,0.1473501303,Trachyandesite
44.87,2.36,11.78,11.03,10.19,11.82,0.19,0.66,4.33,0.0965010029,Basanite
41.86,3.13,12.64,11.26,10.03,11.09,0.19,1.26,8.97,0.2142857143,Foidite
47.1,4.49,16.8,10.44,9.93,1.2999999999999998,0.28,1.23,6.89,0.1462845011,Tephrite
48.61,0.47,12.92,5.8,6.14,2.83,0.04000000000000001,0.07,9.69,0.2110128617,Phonotephrite
58.47,1.17,13.15,7.76,5.91,7.9,0.08,0.56,5.32,0.09098683085,Andesite
56.51,0.55,13.63,3.5199999999999996,10.63,1.6799999999999997,0.09,0.04999999999999999,13.08,0.2314634578,Phonolite
55.94,0.42999999999999994,15.74,3.18,11.33,0.9900000000000002,0.01999999999999999,0.07,12.9,0.2306042188,Phonolite
60.54,0.87,13.02,8.29,1.9699999999999998,10.82,0.07,0.25,3.25,0.05368351502999999,Andesite
47.99,0.6,13.18,5.44,6.89,2.8400000000000003,0.08,0.06,9.39,0.2099169943,Phonotephrite
51.62,0.39,15.34,5.92,10.52,11.91,0.07,0.020000000000000018,4.2,0.08136381248,Basalt
49.87,0.3700000000000001,13.54,4.96,6.46,2.61,0.03,0.09000000000000002,9.22,0.1728691477,Phonotephrite
41.77,2.21,14.48,8.12,6.58,13.3,0.32,1.18,12.2,0.2920756524,Foidite
44.49,2.23,16.85,8.36,9.17,7.36,0.22,1.24,10.91,0.2452236458,Foidite
47.53,0.93,14.12,7.42,14.16,7.62,0.13,0.65,6.54,0.137597307,Tephrite
52.52,1.52,16.14,8.48,8.34,7.52,0.149,0.381,4.52,0.0860624524,Basaltic Andesite
51.101,2.517,13.354,7.7,5.922,6.901,0.114,1.104,8.839,0.1729711747,Phonotephrite
55.24,0.8,14.51,4.32,6.41,4.9,0.13,0.43,12.48,0.225923244,Tephriphonolite
46.6,3.85,10.8,11.5,10.2,12.600000000000001,0.16,0.63,4.11,0.08819742489,Basalt
57.28,0.6,15.28,2.95,10.87,0.9199999999999999,0.05,0.07,12.47,0.217702514,Phonolite
61.6,1.64,14.97,8.29,3.92,7.63,0.03,0.46,1.88,0.030519480520000003,Andesite
42.73,1.7,6.110000000000001,13.18,8.81,24.229999999999997,0.2,0.23,1.3399999999999999,0.03135970044,Picrobasalt
46.63,0.815,15.15,7.62,10.82,5.49,0.148,0.51,8.81,0.1889341626,Phonotephrite
50.15,2.01,14.21,12.99,11.42,6.05,0.22,0.18,2.7699999999999996,0.05523429711,Basalt
54.54,0.57,15.01,2.1899999999999995,10.71,0.7999999999999998,0.1,0.02999999999999997,13.39,0.2455078841,Phonolite
67.18,0.92,14.39,2.75,4.32,0.6200000000000001,0.09,0.14,9.63,0.143346234,Trachydacite
57.74,1.98,15.07,7.86,5.21,1.79,0.12,0.84,7.53,0.1304121926,Trachyandesite
42.87,4.81,5.24,13.03,13.87,17.67,0.21,0.52,1.62,0.037788663400000005,Picrobasalt
52.98,0.6,14.55,4.66,7.57,4.41,0.22,0.23,11.82,0.2378986867,Tephriphonolite
59.39,0.81,16.79,5.12,4.01,6.69,0.28,0.38,4.12,0.06937194814,Andesite
65.03,1.11,16.84,3.51,1.9900000000000002,1.8099999999999996,0.08,0.18,9.64,0.1482392742,Trachydacite
45.94,0.79,18.27,7.45,11.86,5.95,0.13,0.41,8.36,0.1819764911,Tephrite
44.03,2.77,13.84,12.22,9.28,8.93,0.17,0.74,5.02,0.1140131728,Basanite
54.76,1.93,14.83,6.81,7.8,3.62,0.27,0.29,7.67,0.1400657414,Basaltic Trachyandesite
48.8,0.51,13.79,4.43,7.59,2.54,0.08,0.07,10.89,0.183880597,Phonotephrite
51.71,0.39,12.55,5.13,7.74,3.18,0.05,0.06,8.93,0.1546245699,Phonotephrite
43.17,4.0,14.7,13.24,12.04,7.55,0.1265,0.199,2.7699999999999996,0.06416492935,Picrobasalt
48.17,1.92,13.7,11.64,9.35,9.45,0.17,0.29,4.01,0.08324683413,Basalt
43.97,1.08,5.51,12.11,4.95,29.589999999999996,0.19,0.09000000000000002,1.38,0.03138503525,Picrobasalt
51.15,0.73,15.78,5.98,7.61,6.01,0.27,0.17,11.43,0.1969341749,Tephriphonolite
38.15,3.51,17.7,8.88,10.25,13.81,0.2,0.77,7.26,0.1903014417,Foidite
57.77,0.41999999999999993,14.93,3.2399999999999998,10.96,0.8200000000000003,0.04000000000000001,0.10000000000000003,12.26,0.2122208759,Phonolite
59.25,0.88,14.62,3.73,5.72,2.49,0.15,0.16000000000000003,10.63,0.1794092827,Trachyte
49.04,5.5,14.96,10.08,5.5,5.28,0.13,0.78,7.28,0.1484502447,Tephrite
54.16,0.64,14.5,5.61,5.35,5.85,0.23,0.22,13.13,0.2424298375,Tephriphonolite
54.68,0.42999999999999994,13.47,3.65,11.66,1.9900000000000002,0.04000000000000001,0.07,13.3,0.2432333577,Phonolite
56.78,0.76,17.58,7.69,3.43,8.18,0.14,0.03999999999999998,4.54,0.0799577316,Basaltic Andesite
63.1,1.08,16.26,4.44,3.2000000000000006,1.33,0.1,0.32,8.71,0.1380348653,Trachydacite
58.09,0.51,14.88,5.58,6.64,2.21,0.1,0.07,10.45,0.1798932691,Trachyandesite
58.17,0.33000000000000007,15.58,5.51,6.31,3.96,0.07,0.10000000000000003,10.21,0.1755200275,Trachyandesite
64.86,0.56,15.26,3.77,3.54,2.93,0.05,0.18,7.15,0.1102374345,Dacite
63.72,0.57,17.2,4.18,4.88,2.21,0.09,0.18,5.76,0.09039548022999999,Dacite
41.16,4.139999999999999,11.35,11.79,11.02,13.06,0.19,0.63,3.65,0.08867832847,Basanite
44.83,0.945,8.8,11.09,7.2,25.059999999999995,0.218,0.09300000000000003,0.9820000000000002,0.021904974349999995,Picrobasalt
39.52,2.41,13.26,12.15,11.62,10.2,0.27,1.49,6.57,0.1662449393,Foidite
54.53,1.12,18.99,8.69,8.6,3.33,0.12,0.18,3.4399999999999995,0.06308454062,Basaltic Andesite
55.04,0.5,15.54,4.35,6.23,4.29,0.25,0.32,12.59,0.2287427326,Tephriphonolite
61.0,0.4,18.7,2.83,1.75,0.3799999999999999,0.15,0.06,12.39,0.2031147541,Trachyte
60.71,0.64,15.11,2.0199999999999996,5.26,2.34,0.07,0.12,11.4,0.1877779608,Trachyte
76.32,0.17999999999999994,11.56,0.9199999999999999,1.08,0.17999999999999972,0.05,0.08000000000000002,7.97,0.1044287212,Rhyolite
41.68,2.65,12.78,11.59,10.83,10.32,0.17,1.46,5.14,0.1233205374,Basanite
55.96,0.98,19.92,4.94,2.6499999999999995,0.8899999999999997,0.22,0.42,13.05,0.2332022873,Phonolite
48.31,4.0,10.73,7.96,8.01,5.66,0.32,1.18,12.53,0.2593665908,Foidite
60.94,0.73,13.21,3.01,5.88,1.79,0.15,0.16000000000000003,11.6,0.1903511651,Trachyte
53.22,2.22,15.87,5.11,6.38,4.0,0.12,0.19000000000000003,6.28,0.1447811448,Basaltic Trachyandesite
57.18,0.55,13.85,2.46,10.46,0.96,0.05,0.09000000000000002,13.52,0.2364463099,Phonolite
48.17,0.3599999999999999,12.91,5.19,7.38,2.5899999999999994,0.04000000000000001,0.04999999999999999,8.45,0.1662768031,Phonotephrite
43.32,2.42,11.0,7.4,10.0,12.11,0.26,0.49,11.73,0.2707756233,Foidite
80.47,0.1299999999999999,10.09,1.6399999999999997,0.9000000000000004,0.1900000000000004,0.07,0.009999999999999953,6.3,0.07829004598,Rhyolite
51.97,0.79,15.97,5.6,6.25,4.31,0.15,0.16000000000000003,12.67,0.2082470345,Tephriphonolite
54.89,0.99,17.01,7.34,7.94,5.22,0.14,0.32,5.35,0.0974676626,Basaltic Andesite
44.16,0.6899999999999998,9.86,10.53,8.26,23.009999999999998,0.17,0.06,0.9299999999999997,0.021059782609999994,Picrobasalt
61.03,1.01,16.47,5.61,2.1100000000000003,0.8300000000000001,0.17,0.32,11.54,0.1890873341,Trachyte
51.96,0.78,14.37,5.57,7.07,6.33,0.3,0.23,11.0,0.2117013087,Tephriphonolite
62.09,1.06,13.96,8.34,7.13,4.77,0.36,0.29,0.4900000000000002,0.007891770010999999,Andesite
72.21,0.74,14.7,3.13,4.17,1.7199999999999998,0.19,0.55,1.5499999999999998,0.021465171030000008,Dacite
61.2,0.27,15.2,6.56,4.41,6.91,0.12,0.03999999999999998,5.31,0.08676470588,Andesite
43.98,2.59,11.54,10.97,10.56,14.13,0.18,0.8899999999999999,4.16,0.0945884493,Basanite
40.38,2.3,14.99,11.74,11.77,12.52,0.27,0.68,4.23,0.1047548291,Foidite
43.81,1.3,6.630000000000001,12.0,6.23,26.979999999999997,0.17,0.12,1.2000000000000002,0.027391006620000005,Picrobasalt
66.1,0.67,16.82,3.76,2.1399999999999997,0.9699999999999998,0.08,0.17,8.88,0.1343419062,Trachydacite
41.19,1.22,14.79,8.59,8.08,12.0,0.26,0.97,10.69,0.2595290119,Foidite
76.98,0.45999999999999996,11.88,0.7800000000000002,1.0200000000000005,0.20999999999999996,0.07,0.10000000000000003,7.87,0.1022343466,Rhyolite
64.69,0.64,16.66,3.89,4.32,1.79,0.05,0.15,6.35,0.09816045757,Dacite
48.29,1.904,16.85,9.78,7.872,6.928,0.147,0.577,6.369,0.1318906606,Trachybasalt
60.6,1.22,12.6,11.18,4.24,1.4900000000000007,0.13,0.3,5.38,0.08877887789,Andesite
54.62,0.9,15.5,4.82,6.13,6.47,0.14,0.22,10.64,0.1948004394,Tephriphonolite
44.94,3.07,12.47,10.55,7.53,10.99,0.14,1.25,8.11,0.1804628393,Tephrite
42.79,2.87,11.22,10.29,14.06,10.27,0.21,0.73,4.77,0.1114746436,Basanite
63.63,0.81,14.87,5.29,3.27,1.13,0.06000000000000001,0.49,9.11,0.14317146,Trachydacite
45.1,2.45,11.0,11.79,10.6,14.5,0.17,0.29,2.1500000000000004,0.047671840349999994,Picrobasalt
54.77,2.03,14.17,5.85,7.26,4.04,0.29,0.34,7.52,0.1220495107,Basaltic Trachyandesite
44.63,1.4,7.13,11.95,6.33,24.21,0.19,0.14,1.7400000000000002,0.03898722832,Picrobasalt
60.45,0.93,15.4,4.41,4.47,2.75,0.08,0.03999999999999998,12.05,0.1993382961,Trachyte
51.14,0.44999999999999996,13.06,4.54,8.0,3.3,0.1,0.03999999999999998,8.68,0.1791505792,Phonotephrite
49.28,2.596,13.42,9.36,7.959,7.922,0.124,0.9609999999999999,6.973,0.1414975649,Trachybasalt
67.79,0.67,16.19,3.8,2.95,2.63,0.15,0.18,5.85,0.08629591385,Dacite
61.37,0.63,12.83,9.13,1.5700000000000003,0.20000000000000018,0.36,0.07,11.56,0.188365651,Trachyte
56.84,0.58,15.85,3.6100000000000003,10.28,0.8300000000000001,0.03,0.04999999999999999,12.69,0.2232582688,Phonolite
41.67,2.66,12.02,11.39,11.23,13.29,0.18,0.71,3.4899999999999998,0.08375329974,Basanite
43.9,1.61,11.69,12.67,11.01,8.69,0.18,0.9299999999999999,9.37,0.2134396355,Foidite
58.91,0.58,14.03,5.46,6.6,3.6500000000000004,0.08,0.020000000000000018,8.11,0.1376676286,Trachyandesite
43.08,1.38,5.8100000000000005,12.82,6.18,27.28,0.15,0.10999999999999999,1.21,0.028087279480000005,Picrobasalt
66.95,0.41999999999999993,15.07,2.54,4.92,2.7899999999999996,0.1,0.27,7.33,0.1094846901,Dacite
74.3,0.07000000000000006,12.99,2.7300000000000004,1.0499999999999998,0.20000000000000018,0.28,0.009999999999999953,8.37,0.1126514132,Rhyolite
67.6,0.58,16.1,3.0,2.01,0.5099999999999998,0.08,0.13,9.08,0.1343195266,Trachydacite
68.78,0.51,17.78,5.94,1.2999999999999998,2.25,0.09,0.06,3.1500000000000004,0.04579819715,Dacite
62.39,0.24,16.56,4.51,1.1399999999999997,0.25,0.16,0.07,12.57,0.2014745953,Trachyte
55.03,2.49,14.0,6.93,7.84,3.7299999999999995,0.19,0.32,6.96,0.1264764674,Basaltic Trachyandesite
75.65,0.15900000000000003,10.99,2.7989999999999995,0.5700000000000003,0.14000000000000057,0.063,0.020000000000000018,7.91,0.1045604759,Rhyolite
42.97,2.8,11.1,12.66,10.55,11.5,0.17,0.73,4.8,0.1117058413,Basanite
61.44,0.6,14.88,4.35,5.01,2.1,0.07,0.03999999999999998,10.64,0.1731770833,Trachyte
44.51,2.525,11.89,12.14,11.0,12.190000000000001,0.2,0.388,4.179,0.0938890137,Basanite
55.87,0.85,14.23,4.37,5.6,4.06,0.22,0.35,11.88,0.2126364775,Tephriphonolite
63.34,0.64,17.07,4.19,4.04,1.42,0.14,0.2,8.18,0.1291443006,Trachydacite
44.5,2.73,9.98,17.19,9.12,14.91,0.24,0.28,0.8700000000000001,0.019550561800000005,Picrobasalt
80.82,0.07099999999999995,10.67,0.16999999999999993,0.3799999999999999,0.08999999999999986,0.010000000000000009,0.017000000000000015,7.13,0.08822073744,Rhyolite
47.45,3.46,16.94,12.07,6.93,4.93,0.15,0.65,5.93,0.1249736565,Trachybasalt
55.07,1.01,16.84,7.58,10.95,5.47,0.15,0.3,2.24,0.04067550389999999,Basaltic Andesite
57.1,0.76,16.6,7.11,7.0,3.19,0.13,0.4,5.55,0.09719789842,Andesite
42.47,3.71,14.86,11.33,12.08,6.8,0.19,0.95,5.92,0.1393925124,Tephrite
44.85,2.2,9.1,13.2,8.88,16.64,0.15,0.23,2.8900000000000006,0.06443701226,Picrobasalt
41.92,1.7,12.55,12.0,12.41,17.52,0.27,0.02999999999999997,2.33,0.055582061069999994,Picrobasalt
49.34,2.77,17.04,9.71,7.27,3.9,0.21,0.85,6.6,0.1337657073,Trachybasalt
48.68,0.47,13.42,5.1,7.13,3.9299999999999997,0.03,0.04999999999999999,9.82,0.2063234698,Phonotephrite
75.149,0.32299999999999995,11.531,2.5999999999999996,0.718,0.19800000000000129,0.06900000000000002,0.03899999999999998,8.166,0.1086641206,Rhyolite
49.6,1.77,16.11,12.15,8.09,5.13,0.31,0.38,4.25,0.08568548387,Basalt
76.14,0.16999999999999993,12.97,1.1500000000000004,0.3700000000000001,0.22999999999999954,0.01999999999999999,0.020000000000000018,7.43,0.097583399,Rhyolite
45.96,0.31000000000000005,12.12,5.49,7.94,2.16,0.03,0.07,9.15,0.1869935591,Phonotephrite
58.47,0.3799999999999999,13.63,2.7200000000000006,11.5,1.6799999999999997,0.08,0.03999999999999998,12.39,0.2119035403,Phonolite
62.25,0.53,16.45,5.98,6.01,2.5,0.15,0.11099999999999999,5.27,0.08465863454,Andesite
47.71,2.28,14.48,10.05,6.27,8.43,0.14,0.99,8.41,0.176273318,Phonotephrite
48.99,0.44999999999999996,12.34,5.85,6.41,3.07,0.07,0.07,10.59,0.1755679554,Phonotephrite
57.45,0.48,14.17,3.1400000000000006,10.13,0.79,0.07,0.09000000000000002,12.11,0.210791993,Phonolite
64.44,0.94,13.41,3.4,5.23,1.21,0.16,0.16000000000000003,12.01,0.1863749224,Trachyte
57.0,1.24,14.6,5.88,6.14,4.62,0.1,0.68,9.07,0.159122807,Trachyandesite
54.48,0.58,13.19,3.3000000000000003,10.97,1.37,0.05,0.020000000000000018,13.35,0.2450440529,Phonolite
50.57,1.65,16.35,10.73,9.72,5.13,0.11000000000000001,0.14,4.38,0.08661261618,Basalt
49.17,0.42999999999999994,13.6,4.44,6.28,2.91,0.03,0.020000000000000018,10.79,0.1867293012,Phonotephrite
51.86,0.67,20.29,5.34,7.05,1.8399999999999999,0.13,0.58,9.19,0.1772078673,Phonotephrite
50.2,1.71,15.54,9.03,10.97,7.73,0.18,0.29,3.0600000000000005,0.0609561753,Basalt
55.4,0.43999999999999995,15.72,3.93,10.5,1.38,0.09,0.04999999999999999,12.81,0.2312274368,Phonolite
40.22,1.78,17.19,6.4,8.11,11.27,0.3,0.69,11.76,0.2923918449,Foidite
58.04,0.4099999999999998,13.36,3.94,10.16,1.3200000000000003,0.08,0.07,12.52,0.2157133012,Phonolite
74.76,0.89,13.66,5.85,1.4799999999999995,2.5300000000000002,0.05,0.09000000000000002,1.6600000000000001,0.022204387369999995,Dacite
72.91,0.27,13.22,2.2,0.8300000000000001,0.1200000000000001,0.010000000000000009,0.04999999999999999,7.81,0.1071183651,Rhyolite
54.32,0.96,14.69,10.04,9.08,6.59,0.19,0.12,4.02,0.07400589102,Basaltic Andesite
55.1,0.54,13.9,2.88,11.73,0.75,0.03,0.03999999999999998,13.35,0.2422867514,Phonolite
53.22,0.75,17.08,7.48,10.1,5.26,0.14,0.13,3.2799999999999994,0.06163096579999999,Basaltic Andesite
61.18,0.64,16.62,6.14,6.71,3.16,0.12,0.13,4.89,0.07992808107,Andesite
61.96,0.79,20.59,3.0700000000000003,0.8200000000000003,0.34999999999999964,0.24,0.08000000000000002,11.75,0.1896384764,Trachyte
72.08,0.30000000000000004,15.2,1.6500000000000004,2.0200000000000005,0.22999999999999954,0.01999999999999999,0.09000000000000002,8.42,0.1168146504,Rhyolite
48.69,0.3599999999999999,12.48,4.05,6.28,3.71,0.03,0.07,10.57,0.1766336634,Phonotephrite
54.17,0.58,14.26,5.3,7.17,4.15,0.26,0.15,11.84,0.2185711649,Tephriphonolite
41.23,1.97,13.73,8.14,11.36,13.91,0.26,0.47,9.42,0.2284744118,Foidite
56.42,1.5,15.87,5.78,5.54,3.81,0.09,0.23,8.65,0.1533144275,Trachyandesite
57.27,0.44999999999999996,15.15,2.66,10.27,0.5800000000000001,0.08,0.07,13.45,0.2348524533,Phonolite
59.95,0.68,16.67,4.71,6.52,3.43,0.08,0.35,6.81,0.1135946622,Trachyandesite
43.37,2.36,12.98,11.05,10.57,10.82,0.19,0.69,4.12,0.09499654139,Basanite
52.35,1.04,13.23,12.52,9.63,5.51,0.19,0.14,3.4799999999999995,0.0664756447,Basaltic Andesite
55.73,1.23,13.46,5.81,6.59,4.88,0.1,1.1000000000000003,9.36,0.1679526287,Trachyandesite
52.606,1.082,20.06,8.59,9.275,4.028,0.174,0.237,4.435,0.0843059727,Basaltic Andesite
58.75,0.6,17.95,5.23,2.3600000000000003,1.88,0.1,0.327,10.37,0.1765106383,Trachyandesite
44.2,3.41,13.4,12.6,12.9,7.83,0.19,0.59,3.93,0.08891402715,Basanite
56.86,0.5,15.71,4.98,5.58,4.92,0.15,0.33,11.59,0.2038339782,Tephriphonolite
55.04,0.8,12.93,6.48,6.67,6.86,0.29,0.17,11.71,0.2139152209,Tephriphonolite
48.09,0.89,17.46,7.59,9.06,4.04,0.14,0.69,10.31,0.214389686,Phonotephrite
50.86,0.98,14.13,6.3,6.65,5.81,0.29,0.39,11.53,0.2410030628,Tephriphonolite
64.39,0.6899999999999998,15.27,3.83,4.26,0.6200000000000001,0.09,0.31,8.03,0.1247088057,Trachydacite
65.5,0.63,13.7,8.3,2.8,0.16000000000000014,0.25,0.10000000000000003,8.52,0.1300763359,Trachydacite
44.88,0.6899999999999998,11.61,10.6,10.07,19.53,0.18,0.04999999999999999,1.29,0.028743315510000006,Picrobasalt
44.31,3.39,13.92,12.01,10.97,8.15,0.2,0.69,4.89,0.1103588355,Basanite
53.31,1.0,18.83,7.49,9.01,5.83,0.13,0.24,3.77,0.07071843932,Basaltic Andesite
65.49,1.06,15.2,3.93,3.34,0.6600000000000001,0.04000000000000001,0.33,10.3,0.15727592,Trachydacite
61.63,0.6,14.83,4.55,6.25,3.35,0.1,0.09000000000000002,7.24,0.1174752556,Trachyandesite
48.6,2.43,15.2,10.35,8.18,8.18,0.14,0.52,5.58,0.1148148148,Trachybasalt
42.24,1.19,12.27,11.94,10.77,19.06,0.12,0.21,1.1500000000000004,0.027225378790000004,Picrobasalt
58.0,0.9,16.9,6.43,6.35,4.15,0.09,0.21,5.42,0.09344827586,Andesite
50.6,0.3400000000000001,13.35,4.62,7.07,3.04,0.04000000000000001,0.07,10.1,0.1990270728,Phonotephrite
